File_prefix	new_file_prefix	File	Strain.name	Assembly	Locus	BioSample	BioProject	Source	Paper	Dataset	Host	Generic_host	host_simple	Strain	Location	Country	Altered.Collection.Date	Collection.Date	Submission.Date	Species	Short.species	Assembly.Method	Genome.Representation	Largest.contig	Total.length	X..contigs.....0.bp.	Genome.Coverage	Sequencing.Technology	Assembly.Length	Journal	Authors	Title	X..contigs.....1000.bp.	X..contigs.....5000.bp.	X..contigs.....10000.bp.	X..contigs.....25000.bp.	X..contigs.....50000.bp.	Total.length.....0.bp.	Total.length.....1000.bp.	Total.length.....5000.bp.	Total.length.....10000.bp.	Total.length.....25000.bp.	Total.length.....50000.bp.	X..contigs	GC....	N50	N75	L50	L75	X..N.s.per.100.kbp	Cluster.x	Lane	Study.number	Sample.number	Prodigiosin.producers	Bag.Number	Manual.species	Phenon_1977	Phenon_from_s_plymuthica_and_S_odorifera	Phenon_from_liq_prot_grim_complex_paper	Additional.Strain.Names	Date.on.tube	Biotype	Additional.Information	new_biotype_prev	new_biotype	ref_for_this_new_biotype	misc_biotype_info	two_word_species	Cluster.y	new_dataset	Mosquito	Collection	MosAIC_source_specific	MosAIC_source_lab	Location 	MosAIC_lab_field	Mosquito_spp	host_species_non_mosquito	life_stage_non_mosquito	sex_non_mosquito	tissue_non_mosquito	mosquito_species	mosquito_strain_lab	mosquito_life_stage	mosquito_sex	mosquito_female_feeding_status	mosquito_tissue
26968_7_61	26968_7_61	NA	4033	NA	NA	NA	NA	Blastophaga psenes	Grimont collection (Institut Pasteur)	Grimont collection (Institut Pasteur)	NA	Insect	Insect	4033	USA: California: Fresno	USA	NA	October; 1977	NA	Serratia ficaria	Serratia ficaria	Method :: Sanger Pathogens Assembly Pipeline	Representation :: Draft	883371	5272033	28	NA	Technology :: Illumina MiSeq	5272698	NA	NA	Grimont; P. A. D.; Grimont; F. and Starr; M. P. (1979) 闂備胶鍋ㄩ崕鏌ュΧ缁叉笧ratia ficaria sp. nov.; a bacterial species associated with Smyrna figs and the fig wasp Blastophaga psenes闂; Current Microbiology; 2(5); pp. 277闂282. doi: 10.1007/BF02602859.	25	22	22	22	17	5272698	5271488	5264441	5264441	5264441	5095473	26	60.02	354966	257707	5	9	0.42	Serratia ficaria	26968_7#61	5179STDY7638085	6_6	NA	6	Serratia ficaria	NA	NA	NA	ICPB 4058	NA	NA	NA	NA	NA	NA	NA	Serratia ficaria	3	Grimont collection (Institut Pasteur)	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26968_7_62	26968_7_62	NA	NARCHON	NA	NA	NA	NA	NA	Grimont collection (Institut Pasteur)	Grimont collection (Institut Pasteur)	NA	NA	Missing	NARCHON	NA	Unknown	NA	NA	NA	Serratia fonticola	Serratia fonticola	Method :: Sanger Pathogens Assembly Pipeline	Representation :: Draft	969451	5744618	29	NA	Technology :: Illumina MiSeq	5747291	NA	NA	NA	20	18	18	18	15	5747291	5743140	5739375	5739375	5739375	5633452	22	53.8	482467	261825	5	9	6.55	Serratia fonticola	26968_7#62	5179STDY7638086	8_19	NA	8	Serratia fonticola	NA	NA	NA	NA	02/11/1989	NA	ehosp.neaux	NA	NA	NA	NA	Serratia fonticola	4	Grimont collection (Institut Pasteur)	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26968_7_63	26968_7_63	NA	A4	NA	NA	NA	NA	Carew (Canterbury; New Zealand); mature pasture; 133 grass grubs/m2; 23% diseased	Grimont collection (Institut Pasteur)	Grimont collection (Institut Pasteur)	NA	Costelytra zealandica	Insect	A4	New Zealand: Canterbury: Carew	New Zealand	NA	NA	NA	Serratia entomophila	Serratia entomophila	Method :: Sanger Pathogens Assembly Pipeline	Representation :: Draft	795978	5062237	42	NA	Technology :: Illumina MiSeq	5065282	NA	NA	Grimont; P. a. D. et al. (1988) 闂備胶鍋ㄩ崕鏌ュΧ缁叉笧ratia entomophila sp. nov. Associated with Amber Disease in the New Zealand Grass Grub Costelytra zealandica闂; International Journal of Systematic Bacteriology; 38(1); pp. 1闂6. doi: 10.1099/00207713-38-1-1.	30	25	23	21	19	5065282	5059915	5050247	5039523	5009571	4921288	34	59.03	328246	177486	5	11	5.79	Serratia entomophila	26968_7#63	5179STDY7638088	1_6	NA	1	Serratia entomophila	NA	NA	NA	NA	01/11/1986	A4	NA	Sen 1b	Sen 1b	NA	NA	Serratia entomophila	5	Grimont collection (Institut Pasteur)	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26968_7_64	26968_7_64	NA	4310	NA	NA	NA	NA	Digestive tract of rodent Microtus arvalis	Grimont collection (Institut Pasteur)	Grimont collection (Institut Pasteur)	NA	Animal	Animal	4310	NA	Unknown	NA	NA	NA	Serratia proteamaculans	Serratia proteamaculans	Method :: Sanger Pathogens Assembly Pipeline	Representation :: Draft	1199658	5338664	33	NA	Technology :: Illumina MiSeq	5341685	NA	NA	Grimont; P. A. D.; Grimont; F. and Irino; K. (1982) 闂備胶鍋ㄩ崕鏌ュΧochemical characterization of Serratia liquefaciens sensu stricto; Serratia proteamaculans; and Serratia grimesii sp. nov.闂; Current Microbiology; 7(2); pp. 69闂74. doi: 10.1007/BF01568416.	23	20	19	19	16	5341685	5336935	5329646	5324439	5324439	5204178	25	55.03	502302	188189	4	8	0.04	Serratia proteamaculans	26968_7#64	5179STDY7638089	3_21	NA	3	Serratia proteamaculans	NA	NA	EB	NA	01/09/1980	EB	NA	EB	EB	NA	NA	Serratia proteamaculans	7	Grimont collection (Institut Pasteur)	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26968_7_65	26968_7_65	NA	98 09941	NA	NA	NA	NA	NA	Grimont collection (Institut Pasteur)	Grimont collection (Institut Pasteur)	NA	NA	Missing	98 09941	NA	Unknown	NA	NA	NA	Serratia liquefaciens	Serratia liquefaciens	Method :: Sanger Pathogens Assembly Pipeline	Representation :: Draft	2923658	5282923	14	NA	Technology :: Illumina MiSeq	5283413	NA	NA	NA	13	11	10	10	9	5283413	5282923	5277198	5271658	5271658	5245502	13	55.37	2923658	361051	1	4	0.19	Serratia liquefaciens	26968_7#65	5179STDY7638090	4_13	NA	4	Serratia liquefaciens	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia liquefaciens	2	Grimont collection (Institut Pasteur)	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26968_7_66	26968_7_66	NA	4569	NA	NA	NA	NA	NA	Grimont collection (Institut Pasteur)	Grimont collection (Institut Pasteur)	NA	NA	Missing	4569	NA	Unknown	NA	NA	NA	Serratia proteamaculans	Serratia proteamaculans	Method :: Sanger Pathogens Assembly Pipeline	Representation :: Draft	1587371	5336180	21	NA	Technology :: Illumina MiSeq	5336872	NA	NA	NA	17	15	15	15	13	5336872	5334884	5328698	5328698	5328698	5255050	19	55.32	547545	392110	3	6	0.02	Serratia proteamaculans	26968_7#66	5179STDY7638091	5_14	NA	5	Serratia proteamaculans	NA	NA	NA	Posssibly Enterobacter sakazaki?	NA	NA	NA	NA	NA	NA	NA	Serratia proteamaculans	7	Grimont collection (Institut Pasteur)	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26968_7_67	26968_7_67	NA	3876	NA	NA	NA	NA	NA	Grimont collection (Institut Pasteur)	Grimont collection (Institut Pasteur)	NA	NA	Missing	3876	NA	Unknown	NA	NA	NA	Serratia proteamaculans subs. quinovorans	Serratia proteamaculans subs. quinovorans	Method :: Sanger Pathogens Assembly Pipeline	Representation :: Draft	830932	5336263	26	NA	Technology :: Illumina MiSeq	5336699	NA	NA	NA	23	21	21	21	17	5336699	5335078	5326740	5326740	5326740	5175769	25	55.08	403549	244100	5	9	0.04	Serratia proteamaculans subsp. quinovorans	26968_7#67	5179STDY7638092	5_6	NA	5	Serratia proteamaculans	NA	NA	RQ	ATCC33765	NA	NA	NA	NA	NA	NA	NA	Serratia proteamaculans	6	Grimont collection (Institut Pasteur)	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26968_7_68	26968_7_68	NA	222	NA	NA	NA	NA	Spring Water	Grimont collection (Institut Pasteur)	Grimont collection (Institut Pasteur)	NA	Water	Environmental	222	France: Haux	France	NA	1971	NA	Serratia entomophila	Serratia entomophila	Method :: Sanger Pathogens Assembly Pipeline	Representation :: Draft	622019	4843376	41	NA	Technology :: Illumina MiSeq	4845425	NA	NA	Grimont; P. a; Grimont; F. and De Rosnay; H. L. (1977) 闂備胶鍋ㄩ崕鏌ュΧ缂嶇磯onomy of the genus Serratia.闂; Journal of general microbiology; 98(1); pp. 39闂66. doi: 10.1099/00221287-98-1-39.	31	28	26	26	23	4845425	4840719	4832969	4819238	4819238	4696453	35	59.3	268423	138084	7	13	8.01	Serratia entomophila	26968_7#68	5179STDY7638093	7_1	NA	7	Serratia entomophila	A	NA	NA	NA	01/01/1994	222	NA	Sen 1b	Sen 1b	Grimont1988	NA	Serratia entomophila	5	Grimont collection (Institut Pasteur)	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26968_7_69	26968_7_69	NA	1333	NA	NA	NA	NA	NA	Grimont collection (Institut Pasteur)	Grimont collection (Institut Pasteur)	NA	NA	Missing	1333	NA	Unknown	NA	NA	NA	Serratia fonticola	Serratia fonticola	Method :: Sanger Pathogens Assembly Pipeline	Representation :: Draft	427244	5767347	60	NA	Technology :: Illumina MiSeq	5769993	NA	NA	NA	51	49	48	43	35	5769993	5766057	5763341	5756864	5669481	5378767	53	53.76	157636	96331	11	22	2.43	Serratia fonticola	26968_7#69	5179STDY7638094	8_21	NA	8	Serratia fonticola	NA	NA	NA	NA	01/08/1998	NA	NA	NA	NA	NA	NA	Serratia fonticola	4	Grimont collection (Institut Pasteur)	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26968_7_7	26968_7_7	NA	A10	NA	NA	NA	NA	Ealing (Canterbury; New Zealand); mature pasture; 260 grass grubs/m2; 29% diseased	Grimont collection (Institut Pasteur)	Grimont collection (Institut Pasteur)	NA	Costelytra zealandica	Insect	A10	New Zealand: Canterbury: Ealing	New Zealand	NA	NA	NA	Serratia entomophila	Serratia entomophila	Method :: Sanger Pathogens Assembly Pipeline	Representation :: Draft	766378	5135767	43	NA	Technology :: Illumina MiSeq	5138621	NA	NA	Grimont; P. a. D. et al. (1988) 闂備胶鍋ㄩ崕鏌ュΧ缁叉笧ratia entomophila sp. nov. Associated with Amber Disease in the New Zealand Grass Grub Costelytra zealandica闂; International Journal of Systematic Bacteriology; 38(1); pp. 1闂6. doi: 10.1099/00207713-38-1-1.	33	27	26	25	20	5138621	5133759	5120939	5115814	5102326	4897877	36	58.94	333749	136500	5	11	7.63	Serratia entomophila	26968_7#7	5179STDY7638024	1_10	NA	1	Serratia entomophila	NA	NA	NA	NA	01/06/1987	A10	NA	NA	NA	NA	NA	Serratia entomophila	5	Grimont collection (Institut Pasteur)	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26968_7_70	26968_7_70	NA	742	NA	NA	NA	NA	Dairy Product	Grimont collection (Institut Pasteur)	Grimont collection (Institut Pasteur)	NA	Dairy	Food	742	NA	Unknown	NA	NA	NA	Serratia grimesii	Serratia grimesii	Method :: Sanger Pathogens Assembly Pipeline	Representation :: Draft	1506924	5079841	17	NA	Technology :: Illumina MiSeq	5080769	NA	NA	Grimont; P. A. D.; Grimont; F. and Irino; K. (1982) 闂備胶鍋ㄩ崕鏌ュΧochemical characterization of Serratia liquefaciens sensu stricto; Serratia proteamaculans; and Serratia grimesii sp. nov.闂; Current Microbiology; 7(2); pp. 69闂74. doi: 10.1007/BF01568416.	15	13	12	12	10	5080769	5079841	5072327	5067083	5067083	5003730	15	52.76	1195526	302109	2	5	0.02	Serratia grimesii	26968_7#70	5179STDY7638095	9_5	NA	9	Serratia grimesii	NA	NA	S._grimesii_typical	ATCC14461;NCDC 447-68; NCIB 9322 R; NCTC 10423	19/09/1991	typical	Grimes	C1d	C1d	NA	NA	Serratia grimesii	9	Grimont collection (Institut Pasteur)	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26968_7_71	26968_7_71	NA	A8	NA	NA	NA	NA	Ealing (Canterbury; New Zealand); mature pasture; 260 grass grubs/m2; 29% diseased	Grimont collection (Institut Pasteur)	Grimont collection (Institut Pasteur)	NA	Costelytra zealandica	Insect	A8	New Zealand: Canterbury: Carew	New Zealand	NA	NA	NA	Serratia entomophila	Serratia entomophila	Method :: Sanger Pathogens Assembly Pipeline	Representation :: Draft	797080	5088625	38	NA	Technology :: Illumina MiSeq	5092325	NA	NA	Grimont; P. a. D. et al. (1988) 闂備胶鍋ㄩ崕鏌ュΧ缁叉笧ratia entomophila sp. nov. Associated with Amber Disease in the New Zealand Grass Grub Costelytra zealandica闂; International Journal of Systematic Bacteriology; 38(1); pp. 1闂6. doi: 10.1099/00207713-38-1-1.	24	22	21	20	19	5092325	5084965	5080098	5074981	5061373	5012811	29	59.03	412488	156161	5	10	0.12	Serratia entomophila	26968_7#71	5179STDY7638096	1_7	NA	1	Serratia entomophila	NA	NA	NA	NA	01/06/1987	A8	NA	NA	NA	NA	NA	Serratia entomophila	5	Grimont collection (Institut Pasteur)	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26968_7_72	26968_7_72	NA	4313	NA	NA	NA	NA	Digestive tract of rodent Apodemus sylvaticus	Grimont collection (Institut Pasteur)	Grimont collection (Institut Pasteur)	NA	Animal	Animal	4313	NA	Unknown	NA	NA	NA	Serratia grimesii	Serratia grimesii	Method :: Sanger Pathogens Assembly Pipeline	Representation :: Draft	1254771	5319783	41	NA	Technology :: Illumina MiSeq	5322467	NA	NA	Grimont; P. A. D.; Grimont; F. and Irino; K. (1982) 闂備胶鍋ㄩ崕鏌ュΧochemical characterization of Serratia liquefaciens sensu stricto; Serratia proteamaculans; and Serratia grimesii sp. nov.闂; Current Microbiology; 7(2); pp. 69闂74. doi: 10.1007/BF01568416.	27	21	19	17	14	5322467	5314494	5303996	5289659	5253617	5169116	34	52.77	521772	325427	4	7	0.17	Serratia grimesii	26968_7#72	5179STDY7638097	3_24	NA	3	Serratia grimesii	NA	NA	S._grimesii_typical	NA	11/06/1980	typical	NA	C1d	C1d	NA	NA	Serratia grimesii	9	Grimont collection (Institut Pasteur)	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26968_7_73	26968_7_73	NA	ATCC27592 / 866	NA	NA	NA	NA	"CDC 1284-5""1; ATCC 27592; type strain of S. liquefaciens"	Grimont collection (Institut Pasteur)	Grimont collection (Institut Pasteur)	NA	Dairy	Food	ATCC27592 / 866	NA	Unknown	NA	NA	NA	Serratia liquefaciens	Serratia liquefaciens	Method :: Sanger Pathogens Assembly Pipeline	Representation :: Draft	2704658	5164538	14	NA	Technology :: Illumina MiSeq	5165760	NA	NA	Grimont; P. A. D.; Grimont; F. and Irino; K. (1982) 闂備胶鍋ㄩ崕鏌ュΧochemical characterization of Serratia liquefaciens sensu stricto; Serratia proteamaculans; and Serratia grimesii sp. nov.闂; Current Microbiology; 7(2); pp. 69闂74. doi: 10.1007/BF01568416.	9	9	8	8	6	5165760	5163420	5163420	5157923	5157923	5099902	11	55.42	2704658	1192712	1	2	0.77	Serratia liquefaciens	26968_7#73	5179STDY7638098	4_14	NA	4	Serratia liquefaciens	C1	NA	NA	in 977 paper is named280 - le minor 10-68	13/09/1988	NA	Says grimont = 866. coutiole lou au cecilla	NA	NA	NA	NA	Serratia liquefaciens	2	Grimont collection (Institut Pasteur)	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26968_7_74	26968_7_74	NA	1448	NA	NA	NA	NA	Cephalcia abietis	Grimont collection (Institut Pasteur)	Grimont collection (Institut Pasteur)	NA	Insect	Insect	1448	NA	Unknown	NA	NA	NA	Serratia proteamaculans	Serratia proteamaculans	Method :: Sanger Pathogens Assembly Pipeline	Representation :: Draft	1481134	5429836	20	NA	Technology :: Illumina MiSeq	5431765	NA	NA	Grimont; P. A. D.; Grimont; F. and Irino; K. (1982) 闂備胶鍋ㄩ崕鏌ュΧochemical characterization of Serratia liquefaciens sensu stricto; Serratia proteamaculans; and Serratia grimesii sp. nov.闂; Current Microbiology; 7(2); pp. 69闂74. doi: 10.1007/BF01568416.	13	12	12	12	10	5431765	5428739	5427292	5427292	5427292	5349082	15	55.01	1317487	292381	2	5	0	Serratia proteamaculans subsp. quinovorans	26968_7#74	5179STDY7638099	5_19	NA	5	Serratia proteamaculans	NA	NA	RB	ATCC35747;CCEB 841; 	NA	RB	NA	RB	RB	NA	NA	Serratia proteamaculans	6	Grimont collection (Institut Pasteur)	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26968_7_75	26968_7_75	NA	4170	NA	NA	NA	NA	Digestive tract of squirrel	Grimont collection (Institut Pasteur)	Grimont collection (Institut Pasteur)	NA	Animal	Animal	4170	NA	Unknown	NA	NA	NA	Serratia proteamaculans	Serratia proteamaculans	Method :: Sanger Pathogens Assembly Pipeline	Representation :: Draft	765763	5584152	33	NA	Technology :: Illumina MiSeq	5585395	NA	NA	Grimont; P. A. D.; Grimont; F. and Irino; K. (1982) 闂備胶鍋ㄩ崕鏌ュΧochemical characterization of Serratia liquefaciens sensu stricto; Serratia proteamaculans; and Serratia grimesii sp. nov.闂; Current Microbiology; 7(2); pp. 69闂74. doi: 10.1007/BF01568416.	29	28	26	23	20	5585395	5583549	5580692	5563769	5525544	5397717	30	55.05	403434	183654	5	11	0.02	Serratia proteamaculans	26968_7#75	5179STDY7638100	5_9	NA	5	Serratia proteamaculans	NA	NA	RB	NA	NA	NA	NA	NA	NA	NA	NA	Serratia proteamaculans	7	Grimont collection (Institut Pasteur)	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26968_7_77	26968_7_77	NA	3160	NA	NA	NA	NA	NA	Grimont collection (Institut Pasteur)	Grimont collection (Institut Pasteur)	NA	NA	Missing	3160	NA	Unknown	NA	NA	NA	Serratia fonticola	Serratia fonticola	Method :: Sanger Pathogens Assembly Pipeline	Representation :: Draft	1481146	5687476	29	NA	Technology :: Illumina MiSeq	5689042	NA	NA	NA	23	22	21	21	16	5689042	5686270	5684405	5678544	5678544	5510527	25	53.94	365833	249780	4	9	0.16	Serratia fonticola	26968_7#77	5179STDY7638102	8_24	NA	8	Serratia fonticola	NA	NA	NA	NA	01/07/1987	NA	G5977 geol labo	NA	NA	NA	NA	Serratia fonticola	4	Grimont collection (Institut Pasteur)	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26968_7_78	26968_7_78	NA	4174	NA	NA	NA	NA	Bacteremia	Grimont collection (Institut Pasteur)	Grimont collection (Institut Pasteur)	NA	Human	Homo sapiens	4174	France: Bordeaux: Pellegrin Hospital	France	NA	NA	NA	Serratia grimesii	Serratia grimesii	Method :: Sanger Pathogens Assembly Pipeline	Representation :: Draft	3118489	5232412	17	NA	Technology :: Illumina MiSeq	5233309	NA	NA	Grimont; P. A. D.; Grimont; F. and Irino; K. (1982) 闂備胶鍋ㄩ崕鏌ュΧochemical characterization of Serratia liquefaciens sensu stricto; Serratia proteamaculans; and Serratia grimesii sp. nov.闂; Current Microbiology; 7(2); pp. 69闂74. doi: 10.1007/BF01568416.	13	13	12	11	8	5233309	5231320	5231320	5225346	5205494	5123494	15	52.59	3118489	451951	1	3	0.04	Serratia grimesii	26968_7#78	5179STDY7638103	9_8	NA	9	Serratia grimesii	NA	NA	S._grimesii_typical	NA	NA	NA	NA	C1d	C1d	NA	NA	Serratia grimesii	9	Grimont collection (Institut Pasteur)	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26968_7_79	26968_7_79	NA	A1	NA	NA	NA	NA	Fairton (Canterbury; New Zealand); mature pasture; 550 grass grubs/m2; 65% diseased	Grimont collection (Institut Pasteur)	Grimont collection (Institut Pasteur)	NA	Costelytra zealandica	Insect	A1	New Zealand: Canterbury: Fairton	New Zealand	NA	NA	NA	Serratia entomophila	Serratia entomophila	Method :: Sanger Pathogens Assembly Pipeline	Representation :: Draft	1550995	5158963	30	NA	Technology :: Illumina MiSeq	5160233	NA	NA	Grimont; P. a. D. et al. (1988) 闂備胶鍋ㄩ崕鏌ュΧ缁叉笧ratia entomophila sp. nov. Associated with Amber Disease in the New Zealand Grass Grub Costelytra zealandica闂; International Journal of Systematic Bacteriology; 38(1); pp. 1闂6. doi: 10.1099/00207713-38-1-1. ; Jackson; T. A.; Pearson; J. F. and Stucki; G. (1986) 闂備胶鍋ㄩ崕鏌ュΧntrol of the grass grub; Costelytra zealandica (white) (Coleoptera: Scarabaeidae); by application of the bacteria Serratia spp. causing honey disease闂; Bulletin of Entomological Research; 76(1); pp. 69闂76. doi: 10.1017/S0007485300015297.	23	17	17	14	12	5160233	5156260	5143133	5143133	5086766	5011820	27	60.12	1090278	317963	2	5	2.44	Serratia ficaria	26968_7#79	5179STDY7638104	1_9	NA	1	Serratia ficaria	NA	NA	NA	; called S. marinorubra in T.Jackson et al .; 1986	23/02/1987	biotype 1	Envoye ATCC + CiP			NA	NA	Serratia entomophila	3	Grimont collection (Institut Pasteur)	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26968_7_8	26968_7_8	NA	2.89	NA	NA	NA	NA	NA	Grimont collection (Institut Pasteur)	Grimont collection (Institut Pasteur)	NA	NA	Missing	2.89	NA	Unknown	NA	NA	NA	Serratia liquefaciens	Serratia liquefaciens	Method :: Sanger Pathogens Assembly Pipeline	Representation :: Draft	2500112	5265043	21	NA	Technology :: Illumina MiSeq	5266659	NA	NA	NA	16	14	13	13	11	5266659	5264361	5261241	5255399	5255399	5194204	17	55.31	515625	325964	2	5	0.11	Serratia liquefaciens	26968_7#8	5179STDY7638027	4_19	NA	4	Serratia liquefaciens	NA	NA	NA	NA	25/04/1989	NA	NA	NA	NA	NA	NA	Serratia liquefaciens	2	Grimont collection (Institut Pasteur)	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26968_7_80	26968_7_80	NA	222	NA	NA	NA	NA	Spring Water	Grimont collection (Institut Pasteur)	Grimont collection (Institut Pasteur)	NA	Water	Environmental	222	France: Haux	France	NA	1971	NA	Serratia entomophila	Serratia entomophila	Method :: Sanger Pathogens Assembly Pipeline	Representation :: Draft	669734	4889243	39	NA	Technology :: Illumina MiSeq	4891492	NA	NA	Grimont; P. a; Grimont; F. and De Rosnay; H. L. (1977) 闂備胶鍋ㄩ崕鏌ュΧ缂嶇磯onomy of the genus Serratia.闂; Journal of general microbiology; 98(1); pp. 39闂66. doi: 10.1099/00221287-98-1-39.	29	27	26	26	22	4891492	4885944	4877767	4871102	4871102	4722904	33	59.34	275269	138225	7	13	15.97	Serratia entomophila	26968_7#80	5179STDY7638109	7_15	NA	7	Serratia entomophila	A	NA	NA	NA	23/10/1987	222	coutole joue l'ATCC	Sen 1b	Sen 1b	Grimont1988	NA	Serratia entomophila	5	Grimont collection (Institut Pasteur)	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26968_7_81	26968_7_81	NA	4_89	NA	NA	NA	NA	NA	Grimont collection (Institut Pasteur)	Grimont collection (Institut Pasteur)	NA	NA	Missing	4_89	NA	Unknown	NA	NA	NA	Serratia fonticola	Serratia fonticola	Method :: Sanger Pathogens Assembly Pipeline	Representation :: Draft	368686	5653340	50	NA	Technology :: Illumina MiSeq	5654834	NA	NA	NA	43	42	41	38	33	5654834	5651167	5648583	5642690	5584800	5405400	46	53.85	209180	115964	10	19	0.07	Serratia fonticola	26968_7#81	5179STDY7638110	8_25	NA	8	Serratia fonticola	NA	NA	NA	NA	11/04/1989	NA	NA	NA	NA	NA	NA	Serratia fonticola	4	Grimont collection (Institut Pasteur)	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26968_7_82	26968_7_82	NA	222	NA	NA	NA	NA	Spring Water	Grimont collection (Institut Pasteur)	Grimont collection (Institut Pasteur)	NA	Water	Environmental	222	France: Haux	France	NA	1971	NA	Serratia entomophila	Serratia entomophila	Method :: Sanger Pathogens Assembly Pipeline	Representation :: Draft	669712	4890276	40	NA	Technology :: Illumina MiSeq	4892074	NA	NA	Grimont; P. a; Grimont; F. and De Rosnay; H. L. (1977) 闂備胶鍋ㄩ崕鏌ュΧ缂嶇磯onomy of the genus Serratia.闂; Journal of general microbiology; 98(1); pp. 39闂66. doi: 10.1099/00221287-98-1-39.	31	28	27	26	22	4892074	4887414	4879885	4873181	4857675	4704090	35	59.34	251602	138225	7	13	0.06	Serratia entomophila	26968_7#82	5179STDY7638111	10_13	NA	10	Serratia entomophila	A	NA	NA	NA	23/02/1989	222	pour le CDC	Sen 1b	Sen 1b	Grimont1988	NA	Serratia entomophila	5	Grimont collection (Institut Pasteur)	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26968_7_83	26968_7_83	NA	A14	NA	NA	NA	NA	Montalto (Canterbury; New Zealand); mature pasture; 122 grass grubs/m2; 32% diseased	Grimont collection (Institut Pasteur)	Grimont collection (Institut Pasteur)	NA	Costelytra zealandica	Insect	A14	New Zealand: Canterbury: Montalto	New Zealand	NA	NA	NA	Serratia entomophila	Serratia entomophila	Method :: Sanger Pathogens Assembly Pipeline	Representation :: Draft	766253	5054677	41	NA	Technology :: Illumina MiSeq	5056329	NA	NA	Grimont; P. a. D. et al. (1988) 闂備胶鍋ㄩ崕鏌ュΧ缁叉笧ratia entomophila sp. nov. Associated with Amber Disease in the New Zealand Grass Grub Costelytra zealandica闂; International Journal of Systematic Bacteriology; 38(1); pp. 1闂6. doi: 10.1099/00207713-38-1-1.	33	27	25	22	19	5056329	5052376	5038616	5026364	4977602	4874680	37	59.04	327896	158215	5	11	0.08	Serratia entomophila	26968_7#83	5179STDY7638112	10_14	NA	10	Serratia entomophila	NA	NA	NA	NA	27/10/1987	A14	1st tube pour l'ATCC; other 3 pour le CDC  - 23/02/89	Sen 2	Sen 2	Grimont1988	NA	Serratia entomophila	5	Grimont collection (Institut Pasteur)	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
