number_file	percent_coverage	percent_identity	category	Gene	product
HN120_contigs.fa	97.46	80.13	Motility	fliE	  flagellar hook-basal body complex protein FliE [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933]
HN120_contigs.fa	100	88.89	Motility	fliG	  flagellar motor switch protein FliG [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
HN120_contigs.fa	99.13	81.2	Motility	fliI	  flagellum-specific ATP synthase FliI [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933]
HN120_contigs.fa	100	85.08	Motility	fliM	  flagellar motor switch protein FliM [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
HN120_contigs.fa	99.76	84.75	Motility	fliN	  flagellar motor switch protein FliN [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933]
HN120_contigs.fa	86.86	84.4	Motility	fliP	  flagellar type III secretion system pore protein FliP [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933]
HN120_contigs.fa	98.52	82.71	Motility	fliQ	  flagellar export apparatus protein FliQ [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
HN120_contigs.fa	100	85.64	Immune modulation	gndA	  NADP-dependent phosphogluconate dehydrogenase [Capsule (VF0560) - Immune modulation (VFC0258)] [Klebsiella pneumoniae 342]
HN120_contigs.fa	96.18	83.55	Immune modulation	galF	  GalU regulator GalF [Capsule (VF0560) - Immune modulation (VFC0258)] [Klebsiella pneumoniae 342]
HN120_contigs.fa	99.39	87.17	Regulation	rcsB	  transcriptional regulator RcsB [RcsAB (VF0571) - Regulation (VFC0301)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]
HN120_contigs.fa	93.2	81.41	Effector delivery system	impF	  type VI secretion system baseplate subunit TssE [T6SS-III (VF0784) - Effector delivery system (VFC0086)] [Klebsiella oxytoca E718]
HN120_contigs.fa	100	83.06	Effector delivery system	tssG	  type VI secretion system baseplate subunit TssG [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca E718]
HN120_contigs.fa	100	88.72	Effector delivery system	tssF	  type VI secretion system baseplate subunit TssF [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca E718]
HN120_contigs.fa	100	92.28	Effector delivery system	hcp/tssD	  type VI secretion system protein Hcp family [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca E718]
HN120_contigs.fa	98.77	83.16	Effector delivery system	ompA	  OmpA family protein [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca KCTC 1686]
HN120_contigs.fa	100	81.74	Effector delivery system	dotU/tssL	  type VI secretion system protein DotU/TssL family [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca E718]
HN120_contigs.fa	100	80.76	Effector delivery system	vasE/tssK	  type VI secretion system baseplate subunit TssK [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca E718]
HN120_contigs.fa	99.78	85.73	Antimicrobial activity/Competitive advantage	acrB	  acriflavine resistance protein B [AcrAB (VF0568) - Antimicrobial activity/Competitive advantage (VFC0325)] [Klebsiella pneumoniae 342]
HN120_contigs.fa	99.75	81.29	Antimicrobial activity/Competitive advantage	acrA	  acriflavine resistance protein A [AcrAB (VF0568) - Antimicrobial activity/Competitive advantage (VFC0325)] [Klebsiella oxytoca KCTC 1686]
HN120_contigs.fa	99.28	82.41	Nutritional/Metabolic factor	fepA	  outer membrane receptor FepA [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]
HN120_contigs.fa	97.11	82.82	Nutritional/Metabolic factor	fepC	  iron-enterobactin transporter ATP-binding protein [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae MGH 78578]
HN120_contigs.fa	99.01	83.45	Nutritional/Metabolic factor	fepD	  iron-enterobactin transporter membrane protein [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella oxytoca KCTC 1686]
HN120_contigs.fa	95.73	81.44	Nutritional/Metabolic factor	entS	  enterobactin exporter EntS [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella variicola At-22]
HN120_contigs.fa	99.75	81.94	Nutritional/Metabolic factor	entE	  enterobactin synthase subunit E [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella variicola At-22]
HN120_contigs.fa	99.18	85.25	Nutritional/Metabolic factor	entB	  23-dihydro-23-dihydroxybenzoate synthetase isochroismatase [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae MGH 78578]
HN120_contigs.fa	98.94	82.23	Nutritional/Metabolic factor	entA	  23-dihydroxybenzoate-23-dehydrogenase [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae HS11286]
HN120_contigs.fa	96.47	84.67	Regulation	fur	  ferric iron uptake transcriptional regulator [Fur (VF0113) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
HN120_contigs.fa	99.8	90.13	Regulation	rpoS	  RNA polymerase sigma factor RpoS [RpoS (VF0112) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
HN120_contigs.fa	100	86.95	Effector delivery system	clpV	  ATP-dependent chaperone ClpB [T6SS-II (VF0783) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae JM45]
HN121_contigs.fa	95.88	80.93	Effector delivery system	tssC	  type VI secretion system contractile sheath large subunit [T6SS (VF1337) - Effector delivery system (VFC0086)] [Acinetobacter baumannii BJAB0715]
HN121_contigs.fa	100	80.36	Effector delivery system	hcp/tssD	  type VI secretion system tube protein Hcp [T6SS (VF1337) - Effector delivery system (VFC0086)] [Acinetobacter baumannii ATCC 17978]
HN121_contigs.fa	97.67	87.28	Immune modulation	ompA	  outer membrane protein OmpA [OmpA (VF0464) - Immune modulation (VFC0258)] [Acinetobacter baumannii D1279779]
HN121_contigs.fa	100	83.12	Regulation	bfmR	  biofilm-controlling response regulator [BfmRS (VF0463) - Regulation (VFC0301)] [Acinetobacter baumannii BJAB0715]
HN121_contigs.fa	98.56	80	Immune modulation	lpxC	  UDP-3-O-acyl-N-acetylglucosamine deacetylase [LPS (VF0466) - Immune modulation (VFC0258)] [Acinetobacter baumannii BJAB0868]
HN122_contigs.fa	95.88	81	Effector delivery system	tssC	  type VI secretion system contractile sheath large subunit [T6SS (VF1337) - Effector delivery system (VFC0086)] [Acinetobacter baumannii BJAB0715]
HN122_contigs.fa	100	80.36	Effector delivery system	hcp/tssD	  type VI secretion system tube protein Hcp [T6SS (VF1337) - Effector delivery system (VFC0086)] [Acinetobacter baumannii ATCC 17978]
HN122_contigs.fa	97.67	87.28	Immune modulation	ompA	  outer membrane protein OmpA [OmpA (VF0464) - Immune modulation (VFC0258)] [Acinetobacter baumannii D1279779]
HN122_contigs.fa	100	82.71	Regulation	bfmR	  biofilm-controlling response regulator [BfmRS (VF0463) - Regulation (VFC0301)] [Acinetobacter baumannii BJAB0715]
HN122_contigs.fa	98.56	80	Immune modulation	lpxC	  UDP-3-O-acyl-N-acetylglucosamine deacetylase [LPS (VF0466) - Immune modulation (VFC0258)] [Acinetobacter baumannii BJAB0868]
HN123_contigs.fa	99.25	82.96	Adherence	pilT	  type IV pilus twitching motility protein PilT [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii TCDC-AB0715]
HN123_contigs.fa	99.89	81.53	Immune modulation	lpxC	  UDP-3-O-acyl-N-acetylglucosamine deacetylase [LPS (VF0466) - Immune modulation (VFC0258)] [Acinetobacter baumannii BJAB0868]
HN123_contigs.fa	100	82.03	Adherence	pilG	  twitching motility response regulator PilG [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii ACICU]
HN123_contigs.fa	96.8	85.2	Immune modulation	ompA	  outer membrane protein OmpA [OmpA (VF0464) - Immune modulation (VFC0258)] [Acinetobacter baumannii AB0057]
HN123_contigs.fa	98.97	81.6	Immune modulation	rfbA	  glucose-1-phosphate thymidylyltransferase RfbA [Capsule (VF0465) - Immune modulation (VFC0258)] [Acinetobacter baumannii TYTH-1]
HN123_contigs.fa	91.76	80.46	Adherence	pilF	  type IV pilus biogenesis/stability protein PilW [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii BJAB0715]
HN123_contigs.fa	99.02	87.04	Regulation	bfmR	  biofilm-controlling response regulator [BfmRS (VF0463) - Regulation (VFC0301)] [Acinetobacter baumannii SDF]
HN123_contigs.fa	100	80.15	Effector delivery system	gspE1	  general secretion pathway protein E [T2SS (VF1335) - Effector delivery system (VFC0086)] [Acinetobacter baumannii AB0057]
HN123_contigs.fa	98.61	81.06	Immune modulation	ABBFA_RS17100	  phosphomannomutase/phosphoglucomutase [Capsule (VF0465) - Immune modulation (VFC0258)] [Acinetobacter baumannii AB307-0294]
HN123_contigs.fa	95.93	80.37	Immune modulation	ABAYE_RS18890	  sugar transferase [Capsule (VF0465) - Immune modulation (VFC0258)] [Acinetobacter baumannii AYE]
HN123_contigs.fa	94.99	82.6	Immune modulation	A1S_0055	  WecE protein [Capsule (VF0465) - Immune modulation (VFC0258)] [Acinetobacter baumannii ATCC 17978]
HN123_contigs.fa	100	85.15	Immune modulation	A1S_0054	  WbbJ protein [Capsule (VF0465) - Immune modulation (VFC0258)] [Acinetobacter baumannii ATCC 17978]
HN123_contigs.fa	100	87.06	Immune modulation	A1S_0053	  MviM protein [Capsule (VF0465) - Immune modulation (VFC0258)] [Acinetobacter baumannii ATCC 17978]
HN124_contigs.fa	100	80.76	Effector delivery system	vasE/tssK	  type VI secretion system baseplate subunit TssK [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca E718]
HN124_contigs.fa	100	81.74	Effector delivery system	dotU/tssL	  type VI secretion system protein DotU/TssL family [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca E718]
HN124_contigs.fa	98.77	83.16	Effector delivery system	ompA	  OmpA family protein [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca KCTC 1686]
HN124_contigs.fa	100	92.28	Effector delivery system	hcp/tssD	  type VI secretion system protein Hcp family [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca E718]
HN124_contigs.fa	100	88.72	Effector delivery system	tssF	  type VI secretion system baseplate subunit TssF [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca E718]
HN124_contigs.fa	100	83.06	Effector delivery system	tssG	  type VI secretion system baseplate subunit TssG [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca E718]
HN124_contigs.fa	93.2	81.41	Effector delivery system	impF	  type VI secretion system baseplate subunit TssE [T6SS-III (VF0784) - Effector delivery system (VFC0086)] [Klebsiella oxytoca E718]
HN124_contigs.fa	99.39	87.17	Regulation	rcsB	  transcriptional regulator RcsB [RcsAB (VF0571) - Regulation (VFC0301)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]
HN124_contigs.fa	96.18	83.55	Immune modulation	galF	  GalU regulator GalF [Capsule (VF0560) - Immune modulation (VFC0258)] [Klebsiella pneumoniae 342]
HN124_contigs.fa	100	85.64	Immune modulation	gndA	  NADP-dependent phosphogluconate dehydrogenase [Capsule (VF0560) - Immune modulation (VFC0258)] [Klebsiella pneumoniae 342]
HN124_contigs.fa	98.52	82.71	Motility	fliQ	  flagellar export apparatus protein FliQ [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
HN124_contigs.fa	86.86	84.4	Motility	fliP	  flagellar type III secretion system pore protein FliP [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933]
HN124_contigs.fa	99.76	84.75	Motility	fliN	  flagellar motor switch protein FliN [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933]
HN124_contigs.fa	100	85.08	Motility	fliM	  flagellar motor switch protein FliM [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
HN124_contigs.fa	99.13	81.2	Motility	fliI	  flagellum-specific ATP synthase FliI [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933]
HN124_contigs.fa	100	88.89	Motility	fliG	  flagellar motor switch protein FliG [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
HN124_contigs.fa	97.46	80.13	Motility	fliE	  flagellar hook-basal body complex protein FliE [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933]
HN124_contigs.fa	100	87.08	Motility	fliA	  RNA polymerase sigma factor FliA [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
HN124_contigs.fa	99.63	83.71	Motility	tcyJ	  cystine ABC transporter substrate-binding protein [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933]
HN124_contigs.fa	99.15	84.83	Motility	flhC	  regulator of flagellar biosynthesis [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
HN124_contigs.fa	100	83.9	Motility	motA	  flagellar motor stator protein MotA [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
HN124_contigs.fa	99.8	82.31	Motility	cheW	  chemotaxis protein CheW [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
HN124_contigs.fa	100	81.43	Motility	cheR	  chemotaxis protein-glutamate O-methyltransferase [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
HN124_contigs.fa	100	83.52	Motility	cheB	  chemotaxis response regulator protein-glutamate methylesterase [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
HN124_contigs.fa	100	84.61	Motility	cheY	  two-component system response regulator [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
HN124_contigs.fa	99.38	81.9	Motility	cheZ	  protein phosphatase CheZ [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
HN124_contigs.fa	100	82.39	Motility	flhA	  flagellar biosynthesis protein FlhA [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
HN124_contigs.fa	100	81.63	Regulation	phoP	  response regulator in two-component regulatory system with PhoQ [PhoPQ (VF0111) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
HN124_contigs.fa	97.27	80.28	Motility	flgI	  flagellar biosynthesis protein FlgA [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
HN124_contigs.fa	99.71	80.17	Motility	flgH	  flagellar basal body L-ring protein FlgH [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933]
HN124_contigs.fa	100	87.36	Motility	flgG	  flagellar basal-body rod protein FlgG [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
HN124_contigs.fa	100	81.48	Motility	flgC	  flagellar basal body rod protein FlgC [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933]
HN124_contigs.fa	100	80.69	Adherence	csgG	  curli production assembly/transport protein CsgG [Agf (VF0103) - Adherence (VFC0001)] [Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7]
HN124_contigs.fa	96.47	84.67	Regulation	fur	  ferric iron uptake transcriptional regulator [Fur (VF0113) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
HN124_contigs.fa	98.94	82.23	Nutritional/Metabolic factor	entA	  23-dihydroxybenzoate-23-dehydrogenase [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae HS11286]
HN124_contigs.fa	99.18	85.25	Nutritional/Metabolic factor	entB	  23-dihydro-23-dihydroxybenzoate synthetase isochroismatase [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae MGH 78578]
HN124_contigs.fa	99.75	81.94	Nutritional/Metabolic factor	entE	  enterobactin synthase subunit E [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella variicola At-22]
HN124_contigs.fa	95.73	81.44	Nutritional/Metabolic factor	entS	  enterobactin exporter EntS [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella variicola At-22]
HN124_contigs.fa	99.01	83.45	Nutritional/Metabolic factor	fepD	  iron-enterobactin transporter membrane protein [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella oxytoca KCTC 1686]
HN124_contigs.fa	97.11	82.82	Nutritional/Metabolic factor	fepC	  iron-enterobactin transporter ATP-binding protein [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae MGH 78578]
HN124_contigs.fa	99.28	82.41	Nutritional/Metabolic factor	fepA	  outer membrane receptor FepA [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]
HN124_contigs.fa	99.75	81.29	Antimicrobial activity/Competitive advantage	acrA	  acriflavine resistance protein A [AcrAB (VF0568) - Antimicrobial activity/Competitive advantage (VFC0325)] [Klebsiella oxytoca KCTC 1686]
HN124_contigs.fa	99.78	85.73	Antimicrobial activity/Competitive advantage	acrB	  acriflavine resistance protein B [AcrAB (VF0568) - Antimicrobial activity/Competitive advantage (VFC0325)] [Klebsiella pneumoniae 342]
HN124_contigs.fa	99.8	90.13	Regulation	rpoS	  RNA polymerase sigma factor RpoS [RpoS (VF0112) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
HN124_contigs.fa	100	86.95	Effector delivery system	clpV	  ATP-dependent chaperone ClpB [T6SS-II (VF0783) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae JM45]
HN124_contigs.fa	98.75	85.51	Adherence	ompA	  porin OmpA [Z1307 (VF1158) - Adherence (VFC0001)] [Escherichia coli O157:H7 str. EDL933]
