internal_id,seq_run,seq_sumission_date,data_return_date,internal_date_isolate_received,source_lab,isolation_date,sample_location,sample_location_lat,sample_location_lon,sample_source,lab_field_derived,host_species_non_mosquito,life_stage_non_mosquito,sex_non_mosquito,tissue_non_mosquito,mosquito_species,mosquito_strain_lab,mosquito_life_stage,mosquito_sex,mosquito_female_feeding_status,mosquito_tissue,confirmed_growth_media,confirmed_growth_temp,qc_pass,completeness,contamination,genome_size_bp,number_contigs,mean_contig_length_bp,longest_contig_bp,gc,number_predicted_genes,n50,total_reads,avg_coverage,gtdb_domain,gtdb_parent,gtbd_class,gtdb_order,gtdb_family,gtdb_genus,gtdb_species,fastani_reference,fastani_ani,fastani_af,SR_accession_no,ER_accession_no,fastani_ani,fastani_af,SR_accession_no,ER_accession_no
MMO-41,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito_larval_water,lab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YTG,unk,Pass,99.97,0,4904670,138,35541,772065,61.3,4430,259660,5059402,153,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,Aeromonas hydrophila,GCF_000014805.1,96.9,0.92,,,96.9,0.92,,
MMO-176,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito,lab,NA,NA,NA,NA,Toxorhynchites_amboinensis,unk,larvae,unk,NA,whole_body,YTG,unk,Pass,99.66,0.85,3648441,20,182422,1051328,67.7,3426,1042788,5427196,222,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp003355005,GCF_003355005.1,99.99,1,,,99.99,1,,
MMO-20,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito_larval_water,lab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YTG,unk,Pass,99.49,0,2921887,34,85937,729954,69.4,2775,229621,8018881,408,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Microbacterium,Microbacterium sp003248845,GCA_003248845.1,97.72,0.94,,,97.72,0.94,,
MMO-42,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito_larval_water,lab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YTG,unk,Pass,99.85,0.62,6554258,55,119168,1111933,66.7,5889,628980,5488738,124,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Comamonas,Comamonas acidovorans,GCF_001598795.1,95.77,0.83,,,95.77,0.83,,
MMO-43,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito_larval_water,lab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YTG,unk,Pass,99.07,0.04,4857251,101,48091,763055,56,4567,292745,6112796,185,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter roggenkampii,GCF_001729805.1,98.29,0.9,,,98.29,0.9,,
MMO-153,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito,lab,NA,NA,NA,NA,Toxorhynchites_amboinensis,unk,larvae,unk,NA,whole_body,YTG,unk,Pass,99.49,0,2990041,57,52456,690512,69.3,2840,231169,6978684,328,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Microbacterium,Microbacterium sp003248845,GCA_003248845.1,97.67,0.95,,,97.67,0.95,,
MMO-44,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito_larval_water,lab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YTG,unk,Pass,99.97,0,4903453,132,37147,772578,61.3,4431,295163,4645680,140,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,Aeromonas hydrophila,GCF_000014805.1,96.91,0.92,,,96.91,0.92,,
MMO-17,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito,lab,NA,NA,NA,NA,Toxorhynchites_amboinensis,unk,larvae,unk,NA,whole_body,YTG,unk,Pass,100,0.25,4878630,33,147837,1237185,36.3,4412,571308,3749737,114,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium bernardetii_A,GCF_003815975.1,98.56,0.92,,,98.56,0.92,,
MMO-19,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito_larval_water,lab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YTG,unk,Pass,99.25,3.6,3766950,96,39239,1004042,42.4,3620,378580,4356287,169,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus_D,Enterococcus_D casseliflavus,GCF_001544095.1,98.25,0.86,,,98.25,0.86,,
MMO-8,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito_larval_water,lab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YTG,unk,Pass,99.58,0.29,4252524,23,184892,1435673,66.2,4074,1018726,6333957,217,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Gordonia,Gordonia sp016919385,GCF_016919385.1,99.85,0.97,,,99.85,0.97,,
MMO-95,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito,lab,NA,NA,NA,NA,Aedes_triseriatus,Iowa,adults,female,non_blood_fed,whole_body,YTG,unk,Pass,99.75,0.25,3467641,30,115588,818662,59.7,3150,515506,4184597,179,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Asaia,Asaia bogorensis,GCF_001547995.1,96.41,0.94,,,96.41,0.94,,
MMO-154,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito,lab,NA,NA,NA,NA,Aedes_triseriatus,Iowa,adults,female,non_blood_fed,whole_body,YTG,unk,Pass,98.7,0.23,2452549,70,35036,448401,73.2,2257,252637,6524778,388,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Micrococcus,Micrococcus luteus,GCF_000023205.1,97.07,0.9,,,97.07,0.9,,
MMO-72,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito_larval_water,lab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YTG,unk,Pass,100,0,4543384,47,96667,555859,35.8,4192,257609,4893441,160,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium sp013153155,GCF_018603435.1,96.38,0.89,,,96.38,0.89,,
MMO-96,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito,lab,NA,NA,NA,NA,Aedes_triseriatus,Iowa,adults,female,non_blood_fed,whole_body,YTG,unk,Fail,100,90.86,5966214,903,6607,86503,66.5,6092,14660,5377579,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,
MMO-97,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito,lab,NA,NA,NA,NA,Aedes_triseriatus,Iowa,adults,female,non_blood_fed,whole_body,YTG,unk,Pass,99.75,0.25,3465435,33,105013,818661,59.7,3148,531810,5251132,223,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Asaia,Asaia bogorensis,GCF_001547995.1,96.41,0.94,,,96.41,0.94,,
MMO-131,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito_larval_water,lab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YTG,unk,Pass,100,0.41,4039269,173,23348,422556,38.8,3882,179263,4407817,163,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter pittii,GCF_000369045.1,96.99,0.92,,,96.99,0.92,,
MMO-32,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito,lab,NA,NA,NA,NA,Culex_pipiens,Iowa,adults,female,non_blood_fed,whole_body,YTG,unk,Pass,99.49,0.67,4062238,52,78119,701691,70.8,3796,403857,5476933,199,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Microbacterium,Microbacterium sp017306305,GCA_017306305.1,98.9,0.91,,,98.9,0.91,,
MMO-55,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito,lab,NA,NA,NA,NA,Aedes_triseriatus,Iowa,larvae,unk,NA,whole_body,YTG,unk,Pass,100,0,4543769,48,94661,652407,35.8,4195,241699,3985409,131,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium sp013153155,GCF_018603435.1,96.4,0.89,,,96.4,0.89,,
MMO-56,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito,lab,NA,NA,NA,NA,Aedes_triseriatus,Iowa,larvae,unk,NA,whole_body,YTG,unk,Pass,99.49,1.02,3720635,70,53151,369762,71,3540,190759,6153731,245,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Microbacterium,NA,N/A,N/A,N/A,,,N/A,N/A,,
MMO-57,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito,lab,NA,NA,NA,NA,Aedes_triseriatus,Iowa,larvae,unk,NA,whole_body,YTG,unk,Pass,99.71,1.46,3707518,34,109044,976833,70.4,3453,597843,4204365,166,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Leucobacter,Leucobacter sp000980875,GCF_000980875.1,99.98,1,,,99.98,1,,
MMO-58,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito,lab,NA,NA,NA,NA,Aedes_triseriatus,Iowa,larvae,unk,NA,whole_body,YTG,unk,Pass,99.73,0,7206384,96,75066,1240281,49.8,6589,532776,3657638,75,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus_C,NA,N/A,N/A,N/A,,,N/A,N/A,,
MMO-45,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito_larval_water,lab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YTG,unk,Pass,99.07,0.04,4772665,80,59658,728456,56,4469,292745,5021847,156,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter roggenkampii,GCF_001729805.1,98.29,0.91,,,98.29,0.91,,
MMO-47,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito_larval_water,lab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YTG,unk,Pass,99.44,0.83,2855424,54,52878,676465,32.8,2681,467267,3617497,189,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus pseudoxylosus,GCF_003697915.1,97.15,0.93,,,97.15,0.93,,
MMO-54,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito_larval_water,lab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YTG,unk,Pass,100,1.19,5621369,60,93689,849402,40.3,4802,463408,3803623,101,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium multivorum,GCF_900457465.1,97.2,0.82,,,97.2,0.82,,
MMO-99,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito,lab,NA,NA,NA,NA,Aedes_triseriatus,Iowa,adults,female,non_blood_fed,whole_body,YTG,unk,Pass,99.38,0.71,2209771,75,29463,318462,31.5,2149,143299,3860591,258,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus hominis,GCF_002901845.1,97.43,0.93,,,97.43,0.93,,
MMO-124,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito,lab,NA,NA,NA,NA,Aedes_aegypti,Liverpool,adults,female,blood_fed,whole_body,YTG,unk,Pass,99.53,0,6267029,59,106220,1719029,67.8,5702,802236,5070262,120,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Achromobacter,Achromobacter ruhlandii,GCF_902859695.1,99.04,0.93,,,99.04,0.93,,
MMO-123,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito,lab,NA,NA,NA,NA,Aedes_aegypti,Liverpool,adults,female,blood_fed,whole_body,YTG,unk,Pass,99.53,0,6266189,56,111896,1328555,67.8,5698,667252,8722572,203,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Achromobacter,Achromobacter ruhlandii,GCF_902859695.1,99.04,0.93,,,99.04,0.93,,
MMO-116,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito,lab,NA,NA,NA,NA,Aedes_aegypti,Liverpool,adults,female,blood_fed,whole_body,YTG,unk,Pass,99.97,0.53,4869230,141,34533,573552,55.8,4568,243426,5395629,162,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter asburiae_B,GCF_007035645.1,98.24,0.91,,,98.24,0.91,,
MMO-115,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito,lab,NA,NA,NA,NA,Aedes_aegypti,Liverpool,adults,female,blood_fed,whole_body,YTG,unk,Fail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,
MMO-119,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito,lab,NA,NA,NA,NA,Aedes_aegypti,Liverpool,adults,female,blood_fed,whole_body,YTG,unk,Pass,99.97,0.53,4860704,110,44188,573552,55.8,4552,304348,4684643,144,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter asburiae_B,GCF_007035645.1,98.25,0.91,,,98.25,0.91,,
MMO-120,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito,lab,NA,NA,NA,NA,Aedes_aegypti,Liverpool,adults,female,blood_fed,whole_body,YTG,unk,Pass,99.07,0.04,4853206,77,63028,673073,56,4565,281973,4246418,130,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter roggenkampii,GCF_001729805.1,98.29,0.9,,,98.29,0.9,,
MMO-126,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito_larval_water,lab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YTG,unk,Pass,99.07,0.04,4855382,90,53948,672893,56,4565,292900,4823338,148,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter roggenkampii,GCF_001729805.1,98.27,0.9,,,98.27,0.9,,
MMO-150,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito_larval_water,lab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YTG,unk,Fail,100,104.17,8614486,511,16858,1029815,55.5,8626,459143,4994434,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,
MMO-127,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito_larval_water,lab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YTG,unk,Pass,100,0,4545338,56,81166,652365,35.8,4198,236189,3465721,113,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium sp013153155,GCF_018603435.1,96.38,0.89,,,96.38,0.89,,
MMO-71,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito_larval_water,lab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YTG,unk,Pass,99.71,1.46,3706475,29,127809,1070600,70.4,3448,343519,5895198,236,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Leucobacter,Leucobacter sp000980875,GCF_000980875.1,99.98,1,,,99.98,1,,
MMO-70,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito_larval_water,lab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YTG,unk,Pass,99.49,1.02,3735437,94,39738,577879,71,3560,180322,4316081,170,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Microbacterium,NA,N/A,N/A,N/A,,,N/A,N/A,,
MMO-128,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito_larval_water,lab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YTG,unk,Pass,100,0,3993688,59,67689,892335,38.6,3727,528614,3439025,129,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter nosocomialis,GCF_000368085.1,98.08,0.91,,,98.08,0.91,,
MMO-66,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito_larval_water,lab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YTG,unk,Pass,100,0,2793183,10,279318,1041856,66.8,2522,644338,4976150,259,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Leucobacter,NA,N/A,N/A,N/A,,,N/A,N/A,,
MMO-125,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito_larval_water,lab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YTG,unk,Pass,100,0,2792640,13,214818,1041755,66.8,2522,644399,5479849,287,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Leucobacter,NA,N/A,N/A,N/A,,,N/A,N/A,,
MMO-130,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito_larval_water,lab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YTG,unk,Pass,100,0.41,4036650,153,26383,422556,38.8,3861,179263,3646960,135,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter pittii,GCF_000369045.1,96.98,0.92,,,96.98,0.92,,
MMO-13,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito_larval_water,lab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MacConkey,unk,Fail,100,204.17,13601345,280,48576,1032353,53.1,13170,233805,4745624,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,
MMO-14,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito_larval_water,lab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MacConkey,unk,Pass,99.97,0,4920809,129,38145,789382,61.2,4445,295155,4663818,141,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,Aeromonas hydrophila,GCF_000014805.1,96.91,0.92,,,96.91,0.92,,
MMO-64,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito_larval_water,lab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YTG,unk,Pass,99.49,0,2980263,36,82785,798146,69.4,2841,232450,4818777,236,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Microbacterium,Microbacterium sp003248845,GCA_003248845.1,97.65,0.95,,,97.65,0.95,,
MMO-31,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito,lab,NA,NA,NA,NA,Culex_pipiens,Iowa,adults,female,non_blood_fed,whole_body,YTG,unk,Pass,99.81,0,2445171,70,34931,431096,32,2287,210170,3323558,203,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus epidermidis,GCF_006742205.1,99.43,0.95,,,99.43,0.95,,
MMO-74,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito,lab,NA,NA,NA,NA,Aedes_aegypti,Liverpool,larvae,unk,NA,whole_body,YTG,unk,Fail,100,100,6029001,205,29409,730078,68.9,5604,275234,5230804,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,
MMO-75,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito,lab,NA,NA,NA,NA,Aedes_aegypti,Liverpool,larvae,unk,NA,whole_body,YTG,unk,Pass,100,0,2852942,19,150154,1041800,66.7,2589,330172,4595609,239,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Leucobacter,NA,N/A,N/A,N/A,,,N/A,N/A,,
MMO-141,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito,lab,NA,NA,NA,NA,Aedes_aegypti,Liverpool,larvae,unk,NA,whole_body,YTG,unk,Pass,98.7,0.23,2538134,110,23073,358516,73,2381,322565,5003009,291,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Micrococcus,Micrococcus luteus,GCF_000023205.1,97.09,0.88,,,97.09,0.88,,
MMO-142,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito,lab,NA,NA,NA,NA,Aedes_aegypti,Liverpool,larvae,unk,NA,whole_body,YTG,unk,Pass,99.84,2.86,6305097,115,54826,453782,39.7,5554,241146,4653049,107,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium siyangense,GCF_007830445.1,95.64,0.75,,,95.64,0.75,,
MMO-78,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito,lab,NA,NA,NA,NA,Aedes_aegypti,Liverpool,larvae,unk,NA,whole_body,YTG,unk,Pass,99.49,0,2976758,37,80452,729933,69.4,2835,231379,5022990,251,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Microbacterium,Microbacterium sp003248845,GCA_003248845.1,97.71,0.94,,,97.71,0.94,,
MMO-79,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito,lab,NA,NA,NA,NA,Aedes_aegypti,Liverpool,larvae,unk,NA,whole_body,YTG,unk,Pass,99.49,1.02,3735682,96,38913,577879,71,3562,150131,5980371,236,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Microbacterium,NA,N/A,N/A,N/A,,,N/A,N/A,,
MMO-80,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito,lab,NA,NA,NA,NA,Aedes_aegypti,Liverpool,larvae,unk,NA,whole_body,YTG,unk,Pass,100,1.19,5621734,62,90673,778179,40.3,4798,417893,5425664,144,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium multivorum,GCF_900457465.1,97.23,0.82,,,97.23,0.82,,
MMO-143,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito,lab,NA,NA,NA,NA,Aedes_aegypti,Liverpool,larvae,unk,NA,whole_body,YTG,unk,Pass,100,0,4030323,67,60154,892390,38.6,3790,528613,4177865,155,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter nosocomialis,GCF_000368085.1,98.08,0.91,,,98.08,0.91,,
MMO-144,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito,lab,NA,NA,NA,NA,Aedes_aegypti,Liverpool,larvae,unk,NA,whole_body,YTG,unk,Pass,99.53,0,6265241,57,109916,1328501,67.8,5708,667252,5100047,120,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Achromobacter,Achromobacter ruhlandii,GCF_902859695.1,99.03,0.93,,,99.03,0.93,,
MMO-146,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito,lab,NA,NA,NA,NA,Aedes_aegypti,Liverpool,larvae,unk,NA,whole_body,YTG,unk,Pass,99.84,2.86,6291384,102,61680,453782,39.7,5545,241146,2426574,57,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium siyangense,GCF_007830445.1,95.65,0.75,,,95.65,0.75,,
